Name_N,RA(deg),DEC(deg),Type_N,Name_S,RA_d,DEC_d,Type_S,exactMatch
NGC 5236:[SW94] G,204.25216,-29.86793,VisS,[SW94] G,204.25217,-29.86794,Star,False
NGC 5236:[SW94] H,204.25249,-29.86668,VisS,[SW94] H,204.2525,-29.86669,Star,False
NGC 5236:[SW94] I,204.25303,-29.86584,VisS,[GRL91] 7,204.25304,-29.86586,PartofG,False
NGC 5236:[SW94] J,204.25345,-29.86734,VisS,[GRL91] 3,204.25346,-29.86736,PartofG,False
NGC 5236:[SW94] L,204.25379,-29.86704,VisS,[SW94] L,204.25379,-29.86703,Star,False
NGC 5236:[SW94] M,204.25379,-29.86598,VisS,[SW94] M,204.25379,-29.86597,Star,False
NGC 5236:[SW94] N,204.25404,-29.86748,VisS,[GRL91] 2,204.25404,-29.86747,PartofG,False
NGC 5236:[SW94] O,204.25466,-29.86626,VisS,[SW94] O,204.25467,-29.86625,Star,False
NGC 5236:[WLC2011] 01,204.25204,-29.86526,*Cl,[WLC2011] 1,204.252042,-29.865258,Cl*,False
NGC 5236:[WLC2011] 02,204.25188,-29.86539,*Cl,[WLC2011] 2,204.251875,-29.865389,Cl*,False
NGC 5236:[WLC2011] 03,204.25225,-29.86545,*Cl,[WLC2011] 3,204.25225,-29.865447,Cl*,False
NGC 5236:[WLC2011] 04,204.25175,-29.86598,*Cl,[WLC2011] 4,204.25175,-29.865978,Cl*,False
NGC 5236:[WLC2011] 05,204.25142,-29.8662,*Cl,[WLC2011] 5,204.251417,-29.866197,Cl*,False
NGC 5236:[WLC2011] 06,204.25154,-29.86652,*Cl,[WLC2011] 6,204.251542,-29.866522,Cl*,False
NGC 5236:[WLC2011] 07,204.25175,-29.86662,*Cl,[WLC2011] 7,204.25175,-29.866619,Cl*,False
NGC 5236:[WLC2011] 08,204.25183,-29.86666,*Cl,[WLC2011] 8,204.251833,-29.866664,Cl*,False
NGC 5236:[WLC2011] 10,204.25417,-29.86686,*Cl,[WLC2011] 10,204.254167,-29.866864,Cl*,False
NGC 5236:[WLC2011] 11,204.25417,-29.86707,*Cl,[WLC2011] 11,204.254167,-29.867069,Cl*,False
NGC 5236:[WLC2011] 12,204.25225,-29.86712,*Cl,[WLC2011] 12,204.25225,-29.867117,Cl*,False
NGC 5236:[WLC2011] 13,204.25233,-29.8672,*Cl,[WLC2011] 13,204.252333,-29.867197,Cl*,False
NGC 5236:[WLC2011] 14,204.25221,-29.86739,*Cl,[WLC2011] 14,204.252208,-29.867394,Cl*,False
NGC 5236:[dPD83] 04,204.20742,-29.85572,HII,[BWL2012] 038,204.20925,-29.85667,SNR?,False
NGC 5236:[dPD83] 05,204.21192,-29.85822,HII,[L99] n5236-998,204.212,-29.85917,Cl*,False
NGC 5236:[dPD83] 07,204.21354,-29.83628,HII,[SL2011] NGC 5236 1 592,204.213375,-29.836703,Cl*?,False
NGC 5236:[dPD83] 09,204.21738,-29.87619,HII,[MCK2006]  7,204.21992,-29.87544,SNR,False
NGC 5236:[dPD83] 12,204.22,-29.86167,HII,[KPM2002] G314.5510+31.9817,204.2205,-29.86264,IR,False
NGC 5236:[dPD83] 13,204.22046,-29.8803,HII,[MCK2006] 10,204.220458,-29.880297,SNR,False
NGC 5236:[dPD83] 14,204.21988,-29.85289,HII,[MCK2006]  8,204.219875,-29.852886,HII,False
NGC 5236:[dPD83] 15,204.22196,-29.88262,HII,[MCK2006] 13,204.221958,-29.882622,Radio,False
NGC 5236:[dPD83] 16,204.22142,-29.8592,HII,[MCK2006] 12,204.2217,-29.8592,HII,False
NGC 5236:[dPD83] 20,204.22633,-29.84628,HII,[RK83] 198,204.2262,-29.8464,HII,False
NGC 5236:[dPD83] 21,204.22633,-29.84239,HII,[SL2011] NGC 5236 1 141,204.226458,-29.842814,Cl*?,False
NGC 5236:[dPD83] 22,204.22833,-29.88472,HII,[BWL2012] 083,204.22854,-29.88464,SNR?,False
NGC 5236:[dPD83] 23,204.22783,-29.88208,HII,[MCK2006] 18,204.228083,-29.882436,SNR,False
NGC 5236:[dPD83] 24,204.23217,-29.83115,HII,[MCK2006] 23,204.232167,-29.83115,SNR,False
NGC 5236:[dPD83] 25,204.23683,-29.8801,HII,[L2004] n5236-643,204.23687,-29.88003,Cl*,False
NGC 5236:[dPD83] 27,204.24458,-29.80239,HII,[RK83] 154,204.2446,-29.8017,HII,False
NGC 5236:[dPD83] 28,204.24592,-29.85717,HII,[WCK2011] 13,204.2458954,-29.8570619,Cl*,False
NGC 5236:[dPD83] 30,204.24975,-29.81042,HII,[BCD2014] 25,204.249125,-29.810519,SNR,False
NGC 5236:[dPD83] 31,204.25042,-29.87167,HII,[L2004] n5236-779,204.25017,-29.87186,Cl*,False
NGC 5236:[dPD83] 32,204.25042,-29.81164,HII,[BWL2012] 130,204.25038,-29.81119,SNR?,False
NGC 5236:[dPD83] 37,204.26029,-29.88572,HII,[L2004] n5236-561,204.26029,-29.88506,Cl*,False
NGC 5236:[dPD83] 38,204.26283,-29.84794,HII,[SL2011] NGC 5236 1 628,204.263083,-29.847428,Cl*?,False
NGC 5236:[dPD83] 41,204.26446,-29.851,HII,[WCK2011] 33,204.2644967,-29.8506017,Cl*,False
NGC 5236:[dPD83] 43,204.27021,-29.82461,HII,[SL2011] NGC 5236 1 720,204.270542,-29.8248,Cl*?,False
NGC 5236:[dPD83] 44,204.27471,-29.89628,HII,[L2004] n5236-404,204.27454,-29.89586,Cl*,False
NGC 5236:[dPD83] 45,204.27879,-29.82668,HII,[MCK2006] 42,204.2792,-29.8264,HII,False
NGC 5236:[dPD83] 46,204.283,-29.85433,HII,[CB85] del,204.2829,-29.8544,Radio,False
NGC 5236:[dPD83] 48,204.28371,-29.88216,HII,[MCK2006] 49,204.283708,-29.882161,SNR,False
NGC 5236:[dPD83] 49,204.28463,-29.86987,HII,[BCD2014] 56,204.285042,-29.869561,SNR,False
NGC 5236:[dPD83] 50,204.28621,-29.87544,HII,[WCK2011] 28,204.2861725,-29.8744933,Cl*,False
NGC 5236:[dPD83] 51,204.28696,-29.85883,HII,[WCK2011] 9,204.2865617,-29.8582914,Cl*,False
NGC 5236:[dPD83] 52,204.28774,-29.86942,HII,[DBL2010] M83-SRC-1-O4,204.287742,-29.869422,SNR?,False
NGC 5236:[dPD83] 53,204.28846,-29.851,HII,SN 1923A,204.2883,-29.8511,SN,False
NGC 5236:[dPD83] 54,204.29038,-29.85919,HII,[WCK2011] SSHII 10,204.2894733,-29.8594131,HII,False
NGC 5236:[dPD83] 55,204.292,-29.85878,HII,[MCK2006] 54,204.291708,-29.857844,Radio,False
NGC 5236:[dPD83] 56,204.29167,-29.82017,HII,[SL2011] NGC 5236 1 270,204.291375,-29.819206,Cl*?,False
NGC 5236:[dPD83] 57,204.29767,-29.8312,HII,[MCK2006] 55,204.297667,-29.831197,HII,False
NGC 5236:[dPD83] 58,204.30096,-29.85156,HII,[DK2003] M83-94,204.30033,-29.84919,SNR,False
NGC 5236:[dPD83] 59,204.31183,-29.84406,HII,[BWL2012] 341,204.31329,-29.84444,EmObj,False
NVSS J133653-295244,204.22329,-29.87897,RadioS,[BL2004b] SNR 14,204.2235,-29.87942,SNR?,False
NVSS J133654-295105,204.22713,-29.85161,RadioS,[SL2011] NGC 5236 1 118,204.228,-29.850014,Cl*?,False
NVSS J133656-294811,204.23492,-29.80308,RadioS,[BS2003] J133656.6-294817.5,204.2358,-29.8047,V*,False
NVSS J133706-295126,204.27658,-29.85725,RadioS,[WCK2011] 16,204.2799183,-29.85757,Cl*,False
RX J133656-2948.1,204.23583,-29.80167,XrayS,[SL2011] NGC 5236 1 767,204.234833,-29.801078,Cl*?,False
RX J133704-2951.3,204.2695,-29.85603,XrayS,[CHP2004] J133704.6-295120,204.26942,-29.85572,X,False
RX J133707-2950.8,204.28042,-29.8475,XrayS,RX J133707-29508,204.2804,-29.8475,X,False
SN 1923A,204.28829,-29.82656,SN,[SL2011] NGC 5236 1 257,204.28775,-29.8253,Cl*?,False
SN 1950B,204.2205,-29.86569,SN,SN 1950B,204.22033,-29.86547,SN,False
SN 1957D,204.26471,-29.82793,SN,SN 1957D,204.26487,-29.82797,SN,False
SN 1968L,204.25213,-29.86639,SN,SN 1968L,204.25212,-29.86639,SN,False
[ERC98] 133420.18-293546.6,204.28925,-29.85077,RadioS,[ERC98] 133420.18-293546.6,204.28908,-29.85075,Radio,False
